appid,name_x,playtime_forever,img_icon_url,has_community_visible_stats,content_descriptorids,has_leaderboards,playtime_2weeks,participant_id,playtime_hours,achievement_ratio,playtime_windows_forever,playtime_mac_forever,playtime_linux_forever,playtime_deck_forever,rtime_last_played,playtime_disconnected,name_y,type,genres,categories,release_date,developer,publisher,name,hltb_main_story,hltb_main_extra,hltb_completionist
744900,Dead Frontier 2,0,eb43a1ba739d50f1c077218a087d2860d4a4ce71,,"[1, 2, 5]",,,User8,0.0,0.0,,,,,,,Dead Frontier 2,game,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet']","15 Jul, 2019",Creaky Corpse Ltd,Creaky Corpse Ltd,,,,
215830,Closers,0,ad79b4d25902fe8a194719494a7cb78b7058d9d9,,,,,User8,0.0,0.0,,,,,,,Closers,game,"['Action', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']","6 Feb, 2018",Naddic Games,Naddic Games,Closers,48.45,68.83,0.0
755770,YouTube VR,3,8ec2c22928c8bf05313ae9847a42e89c623b338e,,,,,User8,0.0,0.0,,,,,,,,,[''],[''],,,,,,,
611750,Welcome to Hanwell,0,10bb687dd0f8c47670af27ef5a43b1eddcdf8758,True,,,,User8,0.0,0.0,,,,,,,Welcome to Hanwell,game,"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","20 Oct, 2017",Steel Arts,Steel Arts,Welcome to Hanwell,4.11,6.84,9.17
840720,Sword Art Online: Lost Song,1058,a98a3cc1e46a628d44ff9babc061d966ed604b36,True,,,,User8,17.6,0.3488372093023256,,,,,,,Sword Art Online: Lost Song,game,['RPG'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","12 Nov, 2018",Artdink,BANDAI NAMCO Entertainment,Sword Art Online: Lost Song,23.07,29.79,46.5
750920,Shadow of the Tomb Raider,1020,7db38cff16091c9c058892fcfeee102a6ed589d9,True,"[2, 5]",,,User8,17.0,0.40404040404040403,,,,,,,Shadow of the Tomb Raider: Definitive Edition,game,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","14 Sep, 2018","Eidos-Montréal, Crystal Dynamics, Nixxes, Feral Interactive (Mac), Feral interactive (Linux)","Crystal Dynamics, Feral Interactive (Mac), Feral interactive (Linux)",Shadow of the Tomb Raider: Definitive Edition,13.06,25.98,42.51
866800,The Walking Dead: The Final Season,567,1b3b4649490d5112ef907c6dd660036d55a866b6,True,"[2, 5]",,,User8,9.4,0.7291666666666666,,,,,,,The Walking Dead: The Final Season,game,['Adventure'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","13 Aug, 2018",Telltale Games,Skybound Games,The Walking Dead: The Final Season,9.94,10.4,13.58
870780,Control Ultimate Edition,1626,3438e3a03c82194349d66f99ee642ba59cbcc3dc,True,"[2, 5]",,,User8,27.1,0.7164179104477612,,,,,,,Control Ultimate Edition,game,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']","27 Aug, 2020",Remedy Entertainment,Remedy Entertainment,,,,
532210,Life is Strange 2,0,4bc11557267819da12bb45488ffd3f1fb3945279,True,"[1, 5]",,,User8,0.0,0.0,,,,,,,Life is Strange 2,game,['Adventure'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","26 Sep, 2018","DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",,,,
883710,Resident Evil 2,3464,86ef2fdebeced746313994ccf2d7afb1f2887bf0,True,"[2, 5]",,,User8,57.7,0.9772727272727273,,,,,,,Resident Evil 2,game,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']","24 Jan, 2019","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Resident Evil 2,8.78,15.35,36.44
899440,GOD EATER 3,0,4d01f75174b7cd6d840ca2a53689fda737876703,True,,,,User8,0.0,0.0,,,,,,,GOD EATER 3,game,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","7 Feb, 2019",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,,,
908420,We Happy Few - Soundtrack and Digital Goods Bundle,0,1b2b2b9f9c1b5bd690530b8cc7ffc0931b475725,,"[2, 5]",,,User8,0.0,0.0,,,,,,,We Happy Few - Soundtrack and Digital Goods Bundle,game,"['Violent', 'Action', 'Adventure', 'Indie']","['Single-player', 'Family Sharing']","29 Aug, 2018",Compulsion Games,Gearbox Publishing,We Happy Few - Soundtrack and Digital Goods Bundle,,,
320240,We Happy Few,0,1b2b2b9f9c1b5bd690530b8cc7ffc0931b475725,True,"[2, 5]",,,User8,0.0,0.0,,,,,,,We Happy Few,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","10 Aug, 2018",Compulsion Games,Gearbox Publishing,We Happy Few,20.72,40.5,65.81
714080,BLACK CLOVER: QUARTET KNIGHTS,73,884d04044c7923b862711af071ec69e58adee149,True,,,,User8,1.2,0.0851063829787234,,,,,,,BLACK CLOVER: QUARTET KNIGHTS,game,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","13 Sep, 2018","ILINX, Inc.",BANDAI NAMCO Entertainment,BLACK CLOVER: QUARTET KNIGHTS,,,
412020,Metro Exodus,1510,f9863ed0ffc717b130744488f088ae95fe6e9bd8,True,"[2, 5]",,,User8,25.2,0.39705882352941174,,,,,,,Metro Exodus,game,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","14 Feb, 2020",4A Games,Deep Silver,Metro Exodus,15.79,23.92,40.73
1449560,Metro Exodus Enhanced Edition,0,f9863ed0ffc717b130744488f088ae95fe6e9bd8,True,,,,User8,0.0,0.0,,,,,,,Metro Exodus,game,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","Feb 14, 2020",4A Games,Deep Silver,Metro Exodus,15.79,23.92,40.73
939850,The Dark Pictures Anthology: Man of Medan,47,b0f46c98eece58ccb79ba9337ca6190c060786a4,True,"[2, 5]",,,User8,0.8,0.0,,,,,,,The Dark Pictures Anthology: Man of Medan,game,['Adventure'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","29 Aug, 2019",Supermassive Games,BANDAI NAMCO Entertainment Europe,,,,
945360,Among Us,1878,b82c3f46da8f3c918e1c9e0d18bd6fa8fcef6801,True,,,,User8,31.3,0.0,,,,,,,Among Us,game,['Casual'],"['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","16 Nov, 2018",Innersloth,Innersloth,Among Us,8.09,15.47,28.45
952060,Resident Evil 3,1066,136b7a39787b0d8df93cf3b757c36ae1eb392784,True,"[2, 5]",,,User8,17.8,0.78125,,,,,,,Resident Evil 3,game,['Action'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'HDR available', 'Family Sharing']","2 Apr, 2020","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Resident Evil 3,6.04,7.67,20.54
952070,RESIDENT EVIL RESISTANCE,2697,05c0148e8e414361742c38e3709ca9cdd9c637a8,True,,,,User8,45.0,0.27450980392156865,,,,,,,RESIDENT EVIL RESISTANCE,game,['Action'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']",,"CAPCOM Co., Ltd., NeoBards Entertainment Ltd.","CAPCOM Co., Ltd.",RESIDENT EVIL RESISTANCE,,,
955050,Bright Memory,70,92cba0efd85225320c7b6134a32cb804b4118df5,True,"[2, 5]",,,User8,1.2,0.5,,,,,,,Bright Memory,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","25 Mar, 2020",FYQD-Studio,"FYQD-Studio, PLAYISM",Bright Memory,0.83,1.11,2.53
1178830,Bright Memory: Infinite,0,17131841d99087241402aeb1a02aa3d378188440,True,"[2, 5]",,,User8,0.0,0.0,,,,,,,Bright Memory: Infinite,game,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","11 Nov, 2021",FYQD-Studio,"FYQD-Studio, PLAYISM",Bright Memory: Infinite,2.08,2.68,6.01
960910,Heavy Rain,541,ddc1b819a9c00d9642d290fc521e48d708af7329,True,"[1, 2, 5]",,,User8,9.0,0.5892857142857143,,,,,,,Heavy Rain,game,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","18 Jun, 2020",Quantic Dream,Quantic Dream,Heavy Rain,9.97,12.05,22.08
960990,Beyond: Two Souls,0,651960ab55d9385730101dc2cef12dd8ac57d5a0,True,"[2, 5]",,,User8,0.0,0.0,,,,,,,Beyond: Two Souls,game,"['Action', 'Adventure']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","18 Jun, 2020",Quantic Dream,Quantic Dream,Beyond: Two Souls,10.64,12.42,27.68
967050,Pacify,339,58100bbcafa4244c8ea086d8de1208787c44c7e0,True,,True,,User8,5.6,0.5384615384615384,,,,,,,Pacify,game,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","22 Feb, 2019",Shawn Hitchcock,Hitchcock Games,Pacify,2.05,4.35,9.92
738540,Tales of Vesperia: Definitive Edition,4120,65cee773c583d6381b1d1e8e2f85dc78ff8a7e6f,True,,,,User8,68.7,0.37735849056603776,,,,,,,Tales of Vesperia: Definitive Edition,game,['RPG'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","10 Jan, 2019","QLOC, BANDAI NAMCO Studios Inc.",BANDAI NAMCO Entertainment,Tales of Vesperia: Definitive Edition,45.73,69.66,144.01
755500,ONE PIECE World Seeker,2272,5e7cecbf7a0285b22cc39241c63635696b3470ac,True,,,,User8,37.9,0.6825396825396826,,,,,,,ONE PIECE World Seeker,game,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","14 Mar, 2019","GANBARION Co., Ltd.",BANDAI NAMCO Entertainment,,,,
1045520,Acting Lessons,717,5875b728162635c3b009101fbacc34015deab397,True,"[1, 2, 3, 4, 5]",,,User8,12.0,1.0,,,,,,,Acting Lessons,game,['Indie'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","25 Jul, 2019",Dr PinkCake,Dr PinkCake,Acting Lessons,6.09,7.2,10.39
1126320,Being a DIK,2274,803bc76fc71f3d3a488fc351bef58a840ee4bd1e,True,"[1, 2, 3, 4, 5]",,,User8,37.9,0.3469387755102041,,,,,,,Being a DIK - Season 1,game,['Indie'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","13 Feb, 2020",Dr PinkCake,Dr PinkCake,Being a DIK - Season 1,,,
1128810,RISK: Global Domination,390,ecc6f7301e88a88e93edec1a3d4ddcc7ec9c5335,True,,,,User8,6.5,0.21818181818181817,,,,,,,RISK: Global Domination,game,"['Casual', 'Strategy', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']","19 Feb, 2020",SMG Studio,SMG Studio,RISK: Global Domination,16.07,21.42,34.31
1172470,Apex Legends,85,6cc35932af780289ae3d8d5cdbfe9cd545decad2,True,,,,User8,1.4,0.08333333333333333,,,,,,,Apex Legends™,game,"['Action', 'Adventure', 'Free To Play']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Chat Speech-to-text', 'Playable without Timed Input']","4 Nov, 2020",Respawn,Electronic Arts,Apex Legends™,,,
1172620,Sea of Thieves,263,f95f362708fc326511c5d86566c447ee625bf776,True,,,,User8,4.4,0.03225806451612903,,,,,,,Sea of Thieves: 2025 Edition,game,"['Action', 'Adventure']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","3 Jun, 2020",Rare Ltd,Xbox Game Studios,Sea of Thieves: 2025 Edition,,,
1196590,Resident Evil Village,1814,d97fb0681f9517c65a9d7ba9dd7e63f775375645,True,"[2, 5]",,,User8,30.2,0.625,,,,,,,Resident Evil Village,game,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']","6 May, 2021","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Resident Evil Village,9.85,12.82,38.41
1045720,The Coma 2: Vicious Sisters,0,ba2c9c81efc2c2fca63d08bdef97f6f4f1d6e3d2,True,[5],,,User8,0.0,0.0,,,,,,,The Coma 2: Vicious Sisters,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']","28 Jan, 2020","Dvora Studio Co., Ltd.",Headup,The Coma 2: Vicious Sisters,8.23,8.85,12.04
1236300,Resident Evil Re:Verse,46,eb2517104ec768ea3217ca875f94925bfcf3d7bb,True,"[2, 5]",,,User8,0.8,0.3333333333333333,,,,,,,Resident Evil Re:Verse,game,['Action'],"['Multi-player', 'PvP', 'Online PvP', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']","20 Oct, 2022","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Resident Evil Re:Verse,1.89,3.92,5.93
1274570,DEVOUR,139,e24aa080068d3686e0b1b5aa52a4155dc553e69d,True,"[2, 5]",,,User8,2.3,0.09923664122137404,,,,,,,DEVOUR,game,['Indie'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","28 Jan, 2021",Straight Back Games,Straight Back Games,DEVOUR,,,
1158310,Crusader Kings III,3815,8a0d88dfaff790ea1aa2b9fcf50d4e3b4f49cf56,True,"[1, 5]",,,User8,63.6,0.06547619047619048,,,,,,,Crusader Kings III,game,"['RPG', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","Sep 1, 2020",Paradox Development Studio,Paradox Interactive,Crusader Kings III,71.91,157.08,585.79
1463120,College Kings - The Complete Season,1297,74647497457d7cae04264d7d1e1ec484bbd61545,True,"[1, 3, 5, 4]",,,User8,21.6,0.5288461538461539,,,,,,,College Kings - The Complete Season,game,"['Adventure', 'Casual', 'Indie', 'Free To Play']","['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']","5 Mar, 2021",Undergrad Steve,Undergrad Steve,College Kings - The Complete Season,,,
226700,Infestation: The New Beginning,0,02341dac42a13356d945f4a299913a8028a089c1,True,[5],,,User8,0.0,0.0,,,,,,,Infestation: The New Beginning,game,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'In-App Purchases']",,Fredaikis AB,OP Productions LLC,Infestation: The New Beginning,,,
740130,Tales of Arise,4529,1e1ffcc518e7c1576caf4c7e1bfec3bca930abe2,True,,,,User8,75.5,0.6551724137931034,,,,,,,Tales of Arise,game,"['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","9 Sep, 2021",Bandai Namco Studios Inc.,Bandai Namco Entertainment,Tales of Arise,41.02,56.34,73.64
1607250,MY HERO ULTRA RUMBLE,0,8aa264968affcf28f31ad39362bd00a16d8c5039,True,,,,User8,0.0,0.0,,,,,,,MY HERO ULTRA RUMBLE,game,"['Action', 'Casual', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']","28 Sep, 2023",Byking Inc.,Bandai Namco Entertainment,MY HERO ULTRA RUMBLE,,,
1639990,Dreams of Desire: Definitive Edition,124,6ef351a7937d488edb395da64fb3264453142a0c,True,"[1, 3, 5, 4]",,,User8,2.1,0.10810810810810811,,,,,,,Dreams of Desire: Definitive Edition,game,"['Casual', 'Indie']","['Single-player', 'Family Sharing']","20 Oct, 2021",Lewdlab,Lewdlab,Dreams of Desire: Definitive Edition,7.5,8.86,8.89
1665460,eFootball™,0,6bfe132ecb9572b3fe81e54e6f75e41e5a3b3522,,,,,User8,0.0,0.0,,,,,,,eFootball™,game,"['Simulation', 'Sports', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']","29 Sep, 2021",KONAMI,KONAMI,eFootball™,,,
1782210,Crab Game,27,e1afdaf96f55771d1d5ea4c9692d0f707ab0110b,,[5],,,User8,0.4,0.0,,,,,,,Crab Game,game,"['Action', 'Casual', 'Free To Play', 'Indie', 'Racing']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","29 Oct, 2021",Dani,Dani,Crab Game,2.67,5.34,47.8
1924480,College Kings 2 - Episode 1,1240,b04e918b1d54c7ce0aba80bdca51abd2b7f454de,True,"[1, 3, 5, 4]",,,User8,20.7,0.2631578947368421,,,,,,,College Kings 2 - Episode 1,game,"['Adventure', 'Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","14 Apr, 2022",Undergrad Steve,Undergrad Steve,College Kings 2 - Episode 1,,,
1929610,Demonologist,965,ac2b7b0810b1c6d0364bb3e73d552fece53b7c29,True,"[2, 5]",,,User8,16.1,0.9473684210526315,,,,,,,Demonologist,game,"['Action', 'Adventure', 'Indie']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","25 Sep, 2023",Clock Wizard Games,Clock Wizard Games,Demonologist,16.22,20.0,23.17
1943950,Escape the Backrooms,1136,2bd4431dd3b71ea7fd11cbcef9594f0d09e4079d,True,,,,User8,18.9,0.03333333333333333,,,,,,,Escape the Backrooms,game,"['Indie', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","11 Aug, 2022",Fancy Games,Fancy Games,Escape the Backrooms,8.26,11.71,13.28
814000,ONE PIECE ODYSSEY,2269,3497f0cf7620c82fd2e3c1017172fb90082eef64,True,,,,User8,37.8,0.42857142857142855,,,,,,,ONE PIECE ODYSSEY,game,"['Action', 'Adventure', 'Casual', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","12 Jan, 2023","ILCA, Inc.",Bandai Namco Entertainment Inc.,ONE PIECE ODYSSEY,,,
2139460,Once Human,3555,e1c29227c162232120c15edcf282df61ee35f091,,,,,User8,59.2,0.0,,,,,,,Once Human,game,"['Action', 'Adventure', 'RPG', 'Simulation', 'Strategy', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']","9 Jul, 2024",Starry Studio,Starry Studio,Once Human,30.0,76.74,177.38
2050650,Resident Evil 4,2444,817358b8013c55831ea10d031ef9c0b151110826,True,"[2, 5]",,,User8,40.7,0.5,,,,,,,Resident Evil 4,game,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']","23 Mar, 2023","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Resident Evil 4,16.15,21.41,64.37
2346550,Rise of Eros,0,dfa36b0cdb8423bc7c35736a30f78d0bdbcf7ec3,,"[1, 3, 4, 5]",,,User8,0.0,0.0,,,,,,,Rise of Eros,game,"['Adventure', 'Massively Multiplayer', 'RPG', 'Strategy', 'Free To Play']","['Multi-player', 'Cross-Platform Multiplayer', 'In-App Purchases']","16 Jul, 2023",THE SHADOW STUDIO,PINKCORE,Rise of Eros,28.35,0.0,0.0
2357570,Overwatch® 2,0,da42bd294c941d5947b1bc2c2b2efa1313d36a91,True,,,,User8,0.0,0.0,,,,,,,Overwatch® 2,game,"['Action', 'Free To Play']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","Aug 10, 2023","Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.",Overwatch® 2,,,
2429640,THRONE AND LIBERTY,18025,2f68e286764ecc7774825d4f122d557259e0089d,True,"[2, 5]",,,User8,300.4,0.9583333333333334,,,,,,,THRONE AND LIBERTY,game,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound']","1 Oct, 2024",NCSOFT,Amazon Games,THRONE AND LIBERTY,,,
2507950,Delta Force,0,52bc6c4bf0c232cf30d66eb3d1638bf099bc6061,True,,,,User8,0.0,0.0,,,,,,,Delta Force,game,"['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","4 Dec, 2024",Team Jade,TiMi Studio Group,Delta Force,5.87,0.0,0.0
2709570,Supermarket Together,0,df024275a7ba53c79008b45c0d74b4a2e6a2069b,True,,,,User8,0.0,0.0,,,,,,,Supermarket Together,game,"['Casual', 'Indie', 'Simulation', 'Free To Play']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']","9 Aug, 2024",DeadDevsTellNoLies,DeadDevsTellNoLies,Supermarket Together,11.87,20.04,34.91
2767030,Marvel Rivals,0,839b4712925b95702ca56e0c4d399adf54f4d617,True,,,,User8,0.0,0.0,,,,,,,Marvel Rivals,game,"['Action', 'Free To Play']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","Dec 5, 2024",NetEase Games,NetEase Games,Marvel Rivals,16.51,35.91,89.73
1526490,Fear Surrounds,0,ca7bf0276d7398c7328a80621641fb1d38cc8ef9,,[5],,,User8,0.0,0.0,,,,,,,Fear Surrounds,game,"['Casual', 'Indie', 'RPG', 'Free To Play']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']","19 Oct, 2021",SaltyEgg Studio,Yooreka Studio,Fear Surrounds,0.0,0.0,0.0
2064870,Deceit 2,0,715ab1f1e47eca99fcdd03c8cecf53490888e7c3,True,"[2, 5]",,,User8,0.0,0.0,,,,,,,Deceit 2,game,"['Action', 'Free To Play']","['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","14 Sep, 2023",World Makers,World Makers,,,,
2918150,ONE PIECE Bounty Rush,10,18ebf511c717fac1ebc3e6d6bb8d9f1f90945db1,True,,,,User8,0.2,0.0,,,,,,,ONE PIECE Bounty Rush,game,"['Action', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","23 Sep, 2024",SEGA,Bandai Namco Entertainment Inc.,,,,
3064370,Dark Hours: Prologue,90,7d641ff40284775d41efaa5d059535d6b8de47d2,,"[2, 5]",,,User8,1.5,0.0,,,,,,,Dark Hours: Prologue,game,"['Action', 'Adventure', 'Free To Play']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support']","18 Jul, 2024",Piece of Cake studios,"Piece of Cake studios, Kepler Ghost",Dark Hours: Prologue,0.95,0.0,1.45
